series,series-href,title,mid,mid-href
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Paper Mario Medley","","http://www.ninsheetmusic.org/download/mid/764"
"Metroid","http://www.ninsheetmusic.org/browse/series/Metroid","Chozo Artifact Temple","","http://www.ninsheetmusic.org/download/mid/1505"
"Metroid","http://www.ninsheetmusic.org/browse/series/Metroid","Small Boss Confrontation BGM","","http://www.ninsheetmusic.org/download/mid/2344"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Guildmaster Wigglytuff","","http://www.ninsheetmusic.org/download/mid/2206"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","Working for Nook","","http://www.ninsheetmusic.org/download/mid/2008"
"Mega Man","http://www.ninsheetmusic.org/browse/series/MegaMan","Credits","","http://www.ninsheetmusic.org/download/mid/2085"
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Mad Monster Mansion (Church)","","http://www.ninsheetmusic.org/download/mid/932"
"Kirby","http://www.ninsheetmusic.org/browse/series/Kirby","Sky Sands","","http://www.ninsheetmusic.org/download/mid/1550"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","F.L.U.D.D.'s User Instructions","","http://www.ninsheetmusic.org/download/mid/586"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Presentiment","","http://www.ninsheetmusic.org/download/mid/543"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Byrne Comes To The Rescue","","http://www.ninsheetmusic.org/download/mid/2303"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Ikachan","null",""
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Spiller's Harbor","","http://www.ninsheetmusic.org/download/mid/1051"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","K.K. Birthday (Music Box)","","http://www.ninsheetmusic.org/download/mid/2750"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Special World 8","","http://www.ninsheetmusic.org/download/mid/1347"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","An Adventure Begins!","","http://www.ninsheetmusic.org/download/mid/592"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Moonview Highway (Two Pianos)","","http://www.ninsheetmusic.org/download/mid/1579"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Ending Theme","","http://www.ninsheetmusic.org/download/mid/834"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Shy Guy's Toybox","","http://www.ninsheetmusic.org/download/mid/2477"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Milk Bar","","http://www.ninsheetmusic.org/download/mid/2157"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Super Paper Mario","null",""
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Wii Moo Moo Meadows","","http://www.ninsheetmusic.org/download/mid/2567"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Shop","","http://www.ninsheetmusic.org/download/mid/996"
"Kirby","http://www.ninsheetmusic.org/browse/series/Kirby","Kirby: Nightmare in Dream Land","null",""
"More...","http://www.ninsheetmusic.org/browse/series/Other","Training Menu","","http://www.ninsheetmusic.org/download/mid/2202"
"Kirby","http://www.ninsheetmusic.org/browse/series/Kirby","Kirby's Return to Dream Land","null",""
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Ending","","http://www.ninsheetmusic.org/download/mid/551"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","In the Hands of Fate","","http://www.ninsheetmusic.org/download/mid/1413"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Wario World","null",""
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Pokémon Sun & Pokémon Moon","null",""
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Reunion","","http://www.ninsheetmusic.org/download/mid/2369"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","The End of the Chancellor","","http://www.ninsheetmusic.org/download/mid/2306"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Tetris","null",""
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Amp Plains","","http://www.ninsheetmusic.org/download/mid/1606"
"Metroid","http://www.ninsheetmusic.org/browse/series/Metroid","Title Theme","","http://www.ninsheetmusic.org/download/mid/1508"
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Treasure Trove Cove","","http://www.ninsheetmusic.org/download/mid/29"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Minigame","","http://www.ninsheetmusic.org/download/mid/2121"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Bubble Bobble","null",""
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Fuzzys Stole My Shell","","http://www.ninsheetmusic.org/download/mid/1127"
"Star Fox","http://www.ninsheetmusic.org/browse/series/StarFox","Introduction","","http://www.ninsheetmusic.org/download/mid/69"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Ecruteak Dance Theater","","http://www.ninsheetmusic.org/download/mid/2189"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Zero Escape: Zero Time Dilemma","null",""
"More...","http://www.ninsheetmusic.org/browse/series/Other","Seventh Chapter: Shinohara","","http://www.ninsheetmusic.org/download/mid/2658"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Pokémon Gym","","http://www.ninsheetmusic.org/download/mid/75"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Bremen March","","http://www.ninsheetmusic.org/download/mid/2140"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","On the Beach at Dusk","","http://www.ninsheetmusic.org/download/mid/2497"
"Kirby","http://www.ninsheetmusic.org/browse/series/Kirby","Kracko","","http://www.ninsheetmusic.org/download/mid/2396"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Advance Wars: Dual Strike","null",""
"More...","http://www.ninsheetmusic.org/browse/series/Other","Hamstarr's Theme","","http://www.ninsheetmusic.org/download/mid/3499"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Castle Area","","http://www.ninsheetmusic.org/download/mid/86"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","Fireworks","","http://www.ninsheetmusic.org/download/mid/2738"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Lakeside Laboratory","","http://www.ninsheetmusic.org/download/mid/305"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Jr. Troopa's Theme","","http://www.ninsheetmusic.org/download/mid/1260"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","9:00 A.M.","","http://www.ninsheetmusic.org/download/mid/2726"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Shadra Overworld","","http://www.ninsheetmusic.org/download/mid/2997"
"Kirby","http://www.ninsheetmusic.org/browse/series/Kirby","Tac Challenge","","http://www.ninsheetmusic.org/download/mid/1548"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","World S","","http://www.ninsheetmusic.org/download/mid/2967"
"More...","http://www.ninsheetmusic.org/browse/series/Other","You Found an Item!","","http://www.ninsheetmusic.org/download/mid/2965"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Wart","","http://www.ninsheetmusic.org/download/mid/1641"
"Metroid","http://www.ninsheetmusic.org/browse/series/Metroid","Metroid Fusion","null",""
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Bottle Grotto","","http://www.ninsheetmusic.org/download/mid/1316"
"Golden Sun","http://www.ninsheetmusic.org/browse/series/GoldenSun","The Elemental Stars","","http://www.ninsheetmusic.org/download/mid/2194"
"Ace Attorney","http://www.ninsheetmusic.org/browse/series/AceAttorney","Fragrance of Dark Coffee","","http://www.ninsheetmusic.org/download/mid/518"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Gerudo Valley","","http://www.ninsheetmusic.org/download/mid/2244"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","K.K. Jongara (Aircheck)","","http://www.ninsheetmusic.org/download/mid/2393"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Battle Tower Reception Desk","","http://www.ninsheetmusic.org/download/mid/3052"
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Grunty's Furnace Fun","","http://www.ninsheetmusic.org/download/mid/931"
"Mega Man","http://www.ninsheetmusic.org/browse/series/MegaMan","Bright Man","","http://www.ninsheetmusic.org/download/mid/627"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Opening Song","","http://www.ninsheetmusic.org/download/mid/1335"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Premonition","","http://www.ninsheetmusic.org/download/mid/752"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Waluigi Stadium","","http://www.ninsheetmusic.org/download/mid/316"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Frigate","","http://www.ninsheetmusic.org/download/mid/369"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Let's Play, Geno!","","http://www.ninsheetmusic.org/download/mid/416"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Opening Movie","","http://www.ninsheetmusic.org/download/mid/835"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Tottoko no Uta","","http://www.ninsheetmusic.org/download/mid/2993"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Start","","http://www.ninsheetmusic.org/download/mid/1684"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Chill","","http://www.ninsheetmusic.org/download/mid/3363"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","The Moblins Took Bow-Wow!","","http://www.ninsheetmusic.org/download/mid/2419"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","SMB1 Bowser Battle","","http://www.ninsheetmusic.org/download/mid/1536"
"Metroid","http://www.ninsheetmusic.org/browse/series/Metroid","Brinstar","","http://www.ninsheetmusic.org/download/mid/1525"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","K.K. Stroll (Music Box)","","http://www.ninsheetmusic.org/download/mid/2758"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Splattack! (2014 E3PV)","","http://www.ninsheetmusic.org/download/mid/2683"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Viridian Forest","","http://www.ninsheetmusic.org/download/mid/1427"
"Castlevania","http://www.ninsheetmusic.org/browse/series/Castlevania","Monsters Dance","","http://www.ninsheetmusic.org/download/mid/79"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Herd Game","","http://www.ninsheetmusic.org/download/mid/3529"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Welcome to Booster Tower","","http://www.ninsheetmusic.org/download/mid/401"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Clock Town - Second Day","","http://www.ninsheetmusic.org/download/mid/2169"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Ms. Jolene's Theme","","http://www.ninsheetmusic.org/download/mid/2220"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Where the Wind and Feathers Return","","http://www.ninsheetmusic.org/download/mid/1268"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Staff Roll","","http://www.ninsheetmusic.org/download/mid/1664"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Dance Dance Revolution","null",""
"EarthBound","http://www.ninsheetmusic.org/browse/series/EarthBound","Gentle Rain","","http://www.ninsheetmusic.org/download/mid/3216"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","K.K. Jazz (Aircheck)","","http://www.ninsheetmusic.org/download/mid/2000"
"EarthBound","http://www.ninsheetmusic.org/browse/series/EarthBound","Mother 3 Love Theme","","http://www.ninsheetmusic.org/download/mid/594"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Magic School Bus Explores in the Age of Dinosaurs","null",""
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Boutique (Two Pianos)","","http://www.ninsheetmusic.org/download/mid/3248"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Darknut","","http://www.ninsheetmusic.org/download/mid/2314"
"More...","http://www.ninsheetmusic.org/browse/series/Other","A Mortal Heart","","http://www.ninsheetmusic.org/download/mid/2694"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Main Theme","","http://www.ninsheetmusic.org/download/mid/1375"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Backyard Baseball","null",""
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Hailfire Peaks (Fire Side)","","http://www.ninsheetmusic.org/download/mid/1035"
"Golden Sun","http://www.ninsheetmusic.org/browse/series/GoldenSun","Imil's Theme","","http://www.ninsheetmusic.org/download/mid/2197"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Entei Battle","","http://www.ninsheetmusic.org/download/mid/2540"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","The Moon","","http://www.ninsheetmusic.org/download/mid/2182"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Cave Dungeon","","http://www.ninsheetmusic.org/download/mid/100"
"Pokémon","http://www.ninsheetmusic.org/browse/series/Pokemon","Aegis Cave","","http://www.ninsheetmusic.org/download/mid/1961"
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","K.K. Love Song","","http://www.ninsheetmusic.org/download/mid/3496"
"Mega Man","http://www.ninsheetmusic.org/browse/series/MegaMan","Stage Intro","","http://www.ninsheetmusic.org/download/mid/1242"
"Banjo-Kazooie","http://www.ninsheetmusic.org/browse/series/BanjoKazooie","Clanker's Cavern (Inside Clanker)","","http://www.ninsheetmusic.org/download/mid/992"
"Final Fantasy","http://www.ninsheetmusic.org/browse/series/FinalFantasy","Cursed Earth","","http://www.ninsheetmusic.org/download/mid/2346"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Starhill","","http://www.ninsheetmusic.org/download/mid/430"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Love Shine","","http://www.ninsheetmusic.org/download/mid/1243"
"The Legend of Zelda","http://www.ninsheetmusic.org/browse/series/TheLegendofZelda","Tail Cave","","http://www.ninsheetmusic.org/download/mid/1294"
"Super Mario","http://www.ninsheetmusic.org/browse/series/SuperMario","Super Mario 3D World","null",""
"Animal Crossing","http://www.ninsheetmusic.org/browse/series/AnimalCrossing","Able Sisters","","http://www.ninsheetmusic.org/download/mid/2024"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Staff Roll","","http://www.ninsheetmusic.org/download/mid/2871"
"EarthBound","http://www.ninsheetmusic.org/browse/series/EarthBound","Fate","","http://www.ninsheetmusic.org/download/mid/3214"
"More...","http://www.ninsheetmusic.org/browse/series/Other","Meltdown 2","","http://www.ninsheetmusic.org/download/mid/2876"
